,N,chi,f_tree,f_std_tree,f_mps,f_std_mps,f_omps,f_std_omps,mem_tree,mem_std_tree,mem_mps,mem_std_mps,mem_omps,mem_std_omps
124,240,16,0.10146004172820429,0.2995318983873728,0.0021109315767955045,0.003740119099477631,0.0025668979765535805,0.002008687718275228,1399.8,164.60607522202818,1704.0,0.0,1704.0,0.0
125,240,19,0.10701136386161755,0.29795544199405843,0.007936924935411508,0.008860808293238593,0.011841965538122536,0.01196611591862674,1505.4,131.49768058791,1896.0,0.0,1896.0,0.0
126,240,22,0.12748364077662336,0.29277946245914455,0.043988211097373955,0.024595087832146208,0.06524902185402962,0.03397419806307275,1611.0,160.42381369360348,2088.0,0.0,2088.0,0.0
127,240,25,0.19693121764556615,0.2779443394731956,0.2546034487378355,0.05275544501505897,0.308638644388424,0.05316871566025164,1716.6,228.97082783621147,2280.0,0.0,2280.0,0.0
128,240,28,0.4049626725504675,0.22614948818787278,0.7420335012140102,0.03387865273823401,0.7782729826100881,0.026947874576206336,1822.2,312.037113177263,2472.0,0.0,2472.0,0.0
129,240,31,0.8273441497571487,0.0774937291721144,0.9929245530297539,0.0019849681901796057,0.9941005804208233,0.0016114335272023029,1927.8,400.6923508129398,2664.0,0.0,2664.0,0.0
130,240,34,0.9999999999998492,2.2401015940522994e-14,0.9999999999941119,2.532459087882516e-11,0.9999999999974453,1.0757016583518921e-11,1963.0,430.89650729612555,2728.0,0.0,2728.0,0.0
131,240,37,0.9999999999998492,2.2401015940522994e-14,0.9999999999941119,2.532459087882516e-11,0.9999999999974453,1.0757016583518921e-11,1963.0,430.89650729612555,2728.0,0.0,2728.0,0.0
132,240,40,0.9999999999998492,2.2401015940522994e-14,0.9999999999941119,2.532459087882516e-11,0.9999999999974453,1.0757016583518921e-11,1963.0,430.89650729612555,2728.0,0.0,2728.0,0.0
133,240,43,0.9999999999998492,2.2401015940522994e-14,0.9999999999941119,2.532459087882516e-11,0.9999999999974453,1.0757016583518921e-11,1963.0,430.89650729612555,2728.0,0.0,2728.0,0.0
134,240,46,0.9999999999998492,2.2401015940522994e-14,0.9999999999941119,2.532459087882516e-11,0.9999999999974453,1.0757016583518921e-11,1963.0,430.89650729612555,2728.0,0.0,2728.0,0.0
135,240,49,0.9999999999998492,2.2401015940522994e-14,0.9999999999941119,2.532459087882516e-11,0.9999999999974453,1.0757016583518921e-11,1963.0,430.89650729612555,2728.0,0.0,2728.0,0.0
136,270,1,1.2106303951841038e-07,1.997916138914303e-07,1.210630395184208e-07,1.9979161389144327e-07,1.2106303951842115e-07,1.9979161389144542e-07,20.0,0.0,20.0,0.0,20.0,0.0
137,270,4,4.4553720553401767e-07,1.0882597363769018e-06,1.6261218310033197e-05,6.333627640248469e-05,3.3533545922855496e-06,1.202686464156388e-05,265.0,50.61027563647525,222.1,18.02747902508834,221.5,17.27281100458174
138,270,7,7.178744174086062e-06,1.450319669775644e-05,6.750716249883065e-05,0.00022703909276328846,5.235637801359682e-05,6.715263963645307e-05,611.8,151.2043650163579,509.5,70.60842725907439,490.9,72.29515889739783
